title,abs_journal,status
"CANUCS/Technicolor Data Release 1: Imaging, Photometry, Slit Spectroscopy, and Stellar Population Parameters",The Astrophysical Journal Supplement Series,success
"REBELS-MOSFIRE: Weak CIII] Emission is Typical Among Extremely UV-bright, Massive Galaxies at $z\sim7$",arXiv e-prints,success
TDCOSMO XXIII. First spatially resolved kinematics of the lens galaxy obtained using JWST-NIRSpec to improve time-delay cosmography,arXiv e-prints,success
JADES reveals a large population of low mass black holes at high redshift,Monthly Notices of the Royal Astronomical Society,success
Disentangling the growth rate of perturbations from the HI bias using only clustering data from galaxy surveys,arXiv e-prints,success
A Joint JWST and HST View of Omega Centauri: Multiple Stellar Populations and Their Kinematics,arXiv e-prints,success
A Ground-Based Transit Observation of the Long-Period Extremely Low-Density Planet HIP 41378 f,arXiv e-prints,success
Hunting for UVdim stars in Galactic Open clusters. Clues from ultraviolet photometry,Monthly Notices of the Royal Astronomical Society,success
Sifting for a Stream: The Morphology of the $300S$ Stellar Stream,arXiv e-prints,success
3C 403: a candidate neutrino-emitting radio galaxy,arXiv e-prints,success
JWST Reveals a Likely Jellyfish Galaxy at z=1.156,arXiv e-prints,success
X-ray spectroscopy method of white dwarf mass determination in intermediate polars. External systematic uncertainties,Astronomy and Astrophysics,success
Probing neutral outflows in z ~ 2 galaxies using JWST observations of Ca II H and K absorption lines,arXiv e-prints,success
RUBIES: A Spectroscopic Census of Little Red Dots; All V-Shaped Point Sources Have Broad Lines,Astronomy and Astrophysics,success
Galaxy cluster count cosmology with simulation-based inference,arXiv e-prints,success
Multi-cloud crushing -- the collective survival of cold clouds in galactic outflows,Monthly Notices of the Royal Astronomical Society,success
Investigating MAXI J1752$-$457 with NuSTAR in the aftermath of a superburst,arXiv e-prints,success
Impact of model parameter degeneracy on leptonic radiation models. The case of blazar multi-wavelength spectra,Astronomy and Astrophysics,success
ALMA polarimetry of radio-quiet AGNs,Astronomy and Astrophysics,success
The Hourglass Simulation: A Catalog for the Roman High-Latitude Time-Domain Core Community Survey,The Astrophysical Journal,success
Search for binarity in Asymptotic Giant Branch stars utilizing the future Chinese Space Station Telescope (CSST),Research in Astronomy and Astrophysics,success
Going Bayesian on the ages of nearby young stellar systems I. The expansion rate method,Astronomy and Astrophysics,success
Evidence for Hydrostatic Equilibrium in the Extragalactic Molecular Clouds of M31,arXiv e-prints,success
Impact of initial mass function on the chemical evolution of high-redshift galaxies,arXiv e-prints,success
"The Internal Kinematics, Stellar Population, and Gas-phase Properties of The Pseudobulge in An Ultra-diffuse Galaxy: AGC721966",arXiv e-prints,success
Why Do Stars Turn Red? II. Solutions of Steady-State Stellar Structure,arXiv e-prints,success
Results from the Pan-STARRS Search for Kilonovae: Contamination by Massive Stellar Outbursts,Monthly Notices of the Royal Astronomical Society,success
The Identification of Two JWST/NIRCam-Dark Starburst Galaxies at $z=6.6$ with ALMA,arXiv e-prints,success
A Detection of Helium in the Bright Superluminous Supernova SN 2024rmj,The Astrophysical Journal,success
From Voids to Clusters: Mergers and Evolutionary Pathways of Star-Forming and Quenched Low-Mass Galaxies,arXiv e-prints,success
Indicator Functions: Distilling the Information from Gaussian Random Fields,Monthly Notices of the Royal Astronomical Society,success
Perturbative QCD reveals the softening of matter in the cores of massive neutron stars,arXiv e-prints,success
Unlocking the hidden potential of pulsar astronomy,New Astronomy,success
Stellar Magnetic Storm Induced Magnetospheric Polarity Reversals: Distinguishing between Unmagnetised and Magnetised Exoplanets,arXiv e-prints,success
An Exploratory Framework for Future SETI Applications: Detecting Generative Reactivity via Language Models,arXiv e-prints,success
SPINN: Advancing Cosmological Simulations of Fuzzy Dark Matter with Physics Informed Neural Networks,The Astrophysical Journal,success
COSMOS-Web: Comprehensive Data Reduction for Wide-Area JWST NIRCam Imaging,arXiv e-prints,success
EIGER VII. The evolving relationship between galaxies and the intergalactic medium in the final stages of reionization,arXiv e-prints,success
A GPU Code for Finding Microlensing Critical Curves and Caustics,Monthly Notices of the Royal Astronomical Society,success
The Stellar Populations and Rest-Frame Colors of Star-Forming Galaxies at $z \approx 8$: Exploring the Impact of Filter Choice and Star Formation History Assumption with JADES,arXiv e-prints,success
Radiation GRMHD Models of Accretion onto Stellar-Mass Black Holes: I. Survey of Eddington Ratios,The Astrophysical Journal,success
"Fishing for the Optimal Roman High Latitude Time Domain Survey: Cosmological Constraints for 1,000 Possible Surveys",arXiv e-prints,success
Abundance Effects from Protoplanetary Disk Outflows,arXiv e-prints,success
Mergers and Recoil in Triple Massive Black Hole Systems from Illustris,The Astrophysical Journal,success
JWST Insights into Narrow-line Little Red Dots,arXiv e-prints,success
"A large, chemically enriched, neutral gas reservoir in a galaxy at z = 6.782",arXiv e-prints,success
Savage-Dickey density ratio estimation with normalizing flows for Bayesian model comparison,arXiv e-prints,success
The NANOGrav 15-Year Data Set: A Case Study for Simplified Dispersion Measure Modeling for PSR J1455-3330 and the Impact on Gravitational Wave Sensitivity,arXiv e-prints,success
POLARIS: A High-contrast Polarimetric Imaging Benchmark Dataset for Exoplanetary Disk Representation Learning,arXiv e-prints,success
Lens based Kinetic Inductance Detectors with Distributed Dual Polarised Absorbers for Far Infra-red Space-based Astronomy,arXiv e-prints,success
The galaxy-AGN scaling relations over 13 billion years in SHARK v2.0 (I): SMBH masses,arXiv e-prints,success
COSMOS-Web: MIRI Data Reduction and Number Counts at 7.7$μ$m using JWST,The Astrophysical Journal,success
Cosmic ray and plasma coupling for isothermal supersonic turbulence in the magnetized interstellar medium,arXiv e-prints,success
Lonely Little Red Dots: Challenges to the AGN-nature of little red dots through their clustering and spectral energy distributions,The Astrophysical Journal,success
A solution to the tension of burning on neutron stars and nuclear physics,arXiv e-prints,success
MIGHTEE-HI: The direct detection of neutral hydrogen in galaxies at $z>0.25$,Monthly Notices of the Royal Astronomical Society,success
Effective supernova dust yields from rotating and non-rotating stellar progenitors,arXiv e-prints,success
"An Ultra-Faint, Chemically Primitive Galaxy Forming at the Epoch of Reionization",arXiv e-prints,success
"Stellar Velocity Dispersion versus Age: Consistency across Observations and Simulations, with the Milky Way as an Outlier",arXiv e-prints,success
PEARLS: Twenty-One Transients Found in the Three-Epoch NIRCam Observations in the Continuous Viewing Zone of the James Webb Space Telescope,arXiv e-prints,success
Biases in stellar masses of JWST high-z quasar host galaxies caused by quasar subtraction,arXiv e-prints,success
The optical constants and grain sizes of interstellar dust measured directly using the dust scattered x-ray halo of GRB 221009A,Astronomy and Astrophysics,success
JWST IFU observations uncover host galaxy continua in extremely red and obscured quasars,arXiv e-prints,success
Large-Scale-Structure Observables in General Relativity Validated at Second Order,Journal of Cosmology and Astroparticle Physics,success
Machine Learning Acceleration of Neutron Star Pulse Profile Modeling,arXiv e-prints,success
Submillimeter galaxy overdensities around physically associated quasar pairs,Astronomy and Astrophysics,success
Discovery and Localization of the Swift-Observed FRB 20241228A in a Star-forming Host Galaxy,arXiv e-prints,success
Unveiling a Population of Strong Galaxy-Galaxy Lensed Faint Dusty Star-Forming Galaxies,The Astrophysical Journal,success
Circum-nuclear eccentric gas flow in the Galactic Center revealed by ALMA CMZ Exploration Survey (ACES),Publications of the Astronomical Society of Japan,success
SpiralMap: A Python library of the Milky Way's spiral arms,arXiv e-prints,success
YSO Jets Driven by Magnetic Pressure Generated through Stellar Magnetosphere-Disk Interaction,arXiv e-prints,success
"Overmassive black holes in the early Universe can be explained by gas-rich, dark matter-dominated galaxies",Monthly Notices of the Royal Astronomical Society,success
"Interstellar dust production, destruction and effects of dust depletion in galaxies",arXiv e-prints,success
KRIOS: A new basis-expansion $N$-body code for collisional stellar dynamics,The Astrophysical Journal,success
Updated Mutual Inclination Measurement for 14 Her b and c,Research Notes of the American Astronomical Society,success
"The DORCHA suite: nature, nurture, and the phase space distribution of the Milky Way's high redshift progenitors today",arXiv e-prints,success
Rotational Variables: Kepler Versus ASAS-SN,arXiv e-prints,success
Extreme AGN feedback in the fossil galaxy group SDSSTG 4436,Astronomy and Astrophysics,success
Clumpiness of galaxies revealed in the near-infrared with COSMOS-Web,arXiv e-prints,success
Limits to Extracting Neutron-Star Physics Constraints from NICER Pulse Profiles,arXiv e-prints,success
Deep learning inference with the Event Horizon Telescope III. Zingularity results from the 2017 observations and predictions for future array expansions,Astronomy and Astrophysics,success
Deep learning inference with the Event Horizon Telescope II. The Zingularity framework for Bayesian artificial neural networks,Astronomy and Astrophysics,success
Deep learning inference with the Event Horizon Telescope I. Calibration improvements and a comprehensive synthetic data library,Astronomy and Astrophysics,success
Insights into the structure and kinematics of a Milky Way-like galaxy,arXiv e-prints,success
Stellar initial mass function in the 100-pc solar neighbourhood,arXiv e-prints,success
Broadband Spectral Modeling of Blazars: Constraining the Lorentz Factor and Gamma-Ray Emission Site,Journal of High Energy Astrophysics,success
21 cm Signal from the Thermal Evolution of Lyman-$α$ during Cosmic Dawn,arXiv e-prints,success
The Multi-Wavelength Context of Delayed Radio Emission in TDEs: Evidence for Accretion-Driven Outflows,arXiv e-prints,success
AstroQ: Automated Scheduling of Cadenced Astronomical Observations,arXiv e-prints,success
The Jetted Tidal Disruption Event AT2022cmc: Investigating Connections to the Optical Tidal Disruption Event Population and Spectral Subclasses Through Late-Time Follow-up,arXiv e-prints,success
"Tiny galaxies and dark substructures: exploring the ""dark"" subhaloes in TNG50",arXiv e-prints,success
First joint absorption and T$_e$-based metallicity measured in a GRB host galaxy at $z=4.28$ using JWST/NIRSpec,Monthly Notices of the Royal Astronomical Society,success
The MeerKAT Massive Distant Clusters Survey: Detection of Diffuse Radio Emission in Galaxy Clusters at $z > 1$,Monthly Notices of the Royal Astronomical Society,success
Learning Correlated Astrophysical Foregrounds with Denoising Diffusion Probabilistic Models,Journal of Cosmology and Astroparticle Physics,success
Euclid preparation. Accurate and precise data-driven angular power spectrum covariances,arXiv e-prints,success
Cosmic filaments confirm unexplained cooling of CMB photons in two independent redshift ranges,arXiv e-prints,success
